speciesname_original;modified;speciesname_corrected;identificationQualifier;author;AphiaID;Match type;LSID;TSN;ScientificName;Authority;Qualitystatus;Taxon status;AphiaID_accepted;ScientificName_accepted;Authority_accepted;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;isMarine;isBrackish;isFresh;isTerrestrial;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation;Citation
Spermatozopsis similis;exact;Spermatozopsis similis;;;613733;exact;urn:lsid:marinespecies.org:taxname:613733;;Spermatozopsis similis;H.R.Preisig & M.Melkonian, 1984;Checked by Taxonomic Editor;accepted;613733;Spermatozopsis similis;H.R.Preisig & M.Melkonian, 1984;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Dunaliellaceae;Spermatozopsis;;similis;;0;0;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Spermatozopsis similis H.R.Preisig & M.Melkonian, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=613733 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Sphaerellocystis;exact;Sphaerellocystis;;;602738;exact;urn:lsid:marinespecies.org:taxname:602738;;Sphaerellocystis;Ettl, 1960;Checked by Taxonomic Editor;accepted;602738;Sphaerellocystis;Ettl, 1960;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Palmellopsidaceae;Sphaerellocystis;;;;;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Sphaerellocystis Ettl, 1960. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=602738 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Spirulina;exact;Spirulina;;;146541;exact;urn:lsid:marinespecies.org:taxname:146541;1053;Spirulina;Turpin ex Gomont, 1892;Checked by Taxonomic Editor;accepted;146541;Spirulina;Turpin ex Gomont, 1892;Bacteria;Cyanobacteria;Cyanophyceae;Spirulinales;Spirulinaceae;Spirulina;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Spirulina Turpin ex Gomont, 1892. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=146541 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Stellarima stellaris;exact;Stellarima stellaris;;;149653;exact;urn:lsid:marinespecies.org:taxname:149653;;Stellarima stellaris;(Roper) G.R.Hasle & P.A.Sims, 1986;Edited by Database Management Team;alternate representation;975029;Coscinodiscus stellaris var. stellaris;Roper, 1858;Chromista;Ochrophyta;Bacillariophyceae;Coscinodiscales;Coscinodiscaceae;Stellarima;;stellaris;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Stellarima stellaris (Roper) G.R.Hasle & P.A.Sims, 1986. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149653 on 2020-06-10;;
Stephanodiscaceae;exact;Stephanodiscaceae;;;148994;exact;urn:lsid:marinespecies.org:taxname:148994;590782;Stephanodiscaceae;Glezer & Makarova, 1986;Edited by Database Management Team;accepted;148994;Stephanodiscaceae;Glezer & Makarova, 1986;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;;;;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Stephanodiscaceae Glezer & Makarova, 1986. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148994 on 2020-06-10;;
Stephanodiscus;exact;Stephanodiscus;;;149079;exact;urn:lsid:marinespecies.org:taxname:149079;2415;Stephanodiscus;C.G. Ehrenberg, 1845;Edited by Database Management Team;accepted;149079;Stephanodiscus;C.G. Ehrenberg, 1845;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;;;;1;;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Stephanodiscus C.G. Ehrenberg, 1845. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149079 on 2020-06-10;;
Stephanodiscus binderanus;exact;Stephanodiscus binderanus;;;163403;exact;urn:lsid:marinespecies.org:taxname:163403;2329;Stephanodiscus binderanus;(Kützing) Krieger, 1927;Edited by Database Management Team;accepted;163403;Stephanodiscus binderanus;(Kützing) Krieger, 1927;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;;binderanus;;0;0;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Stephanodiscus binderanus (Kützing) Krieger, 1927. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=163403 on 2020-06-10;;
Stephanodiscus neoastraea;exact;Stephanodiscus neoastraea;;;163433;exact;urn:lsid:marinespecies.org:taxname:163433;;Stephanodiscus neoastraea;Håkansson & Hickel, 1986;Edited by Database Management Team;uncertain;163433;Stephanodiscus neoastraea;Håkansson & Hickel, 1986;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;;neoastraea;;0;0;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Stephanodiscus neoastraea Håkansson & Hickel, 1986. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=163433 on 2020-06-10;;
Stephanopyxis palmeriana;exact;Stephanopyxis palmeriana;;;231888;exact;urn:lsid:marinespecies.org:taxname:231888;2373;Stephanopyxis palmeriana;(Greville) Grunow, 1884;Edited by Database Management Team;accepted;231888;Stephanopyxis palmeriana;(Greville) Grunow, 1884;Chromista;Ochrophyta;Bacillariophyceae;Melosirales;Stephanopyxidaceae;Stephanopyxis;;palmeriana;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Stephanopyxis palmeriana (Greville) Grunow, 1884. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=231888 on 2020-06-10;;
Striatella unipunctata;exact;Striatella unipunctata;;;149177;exact;urn:lsid:marinespecies.org:taxname:149177;3180;Striatella unipunctata;(Lyngbye) C.Agardh, 1832;Edited by Database Management Team;alternate representation;573470;Fragilaria unipunctata;Lyngbye, 1819;Chromista;Ochrophyta;Bacillariophyceae;Striatellales;Striatellaceae;Striatella;;unipunctata;;1;;0;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Striatella unipunctata (Lyngbye) C.Agardh, 1832. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149177 on 2020-06-10;;
Subsilicea fragilarioides;exact;Subsilicea fragilarioides;;;345526;exact;urn:lsid:marinespecies.org:taxname:345526;;Subsilicea fragilarioides;von Stosch & Reimann, 1970;Edited by Database Management Team;uncertain;345526;Subsilicea fragilarioides;von Stosch & Reimann, 1970;Chromista;Ochrophyta;Bacillariophyceae;Hemiaulales;Bellerocheaceae;Subsilicea;;fragilarioides;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Subsilicea fragilarioides von Stosch & Reimann, 1970. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=345526 on 2020-06-10;;
Surirella;exact;Surirella;;;149084;exact;urn:lsid:marinespecies.org:taxname:149084;5331;Surirella;P.J.F. Turpin, 1828;Checked by Taxonomic Editor;accepted;149084;Surirella;P.J.F. Turpin, 1828;Chromista;Ochrophyta;Bacillariophyceae;Surirellales;Surirellaceae;Surirella;;;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Surirella P.J.F. Turpin, 1828. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149084 on 2020-06-10;;
Synura;exact;Synura;;;178594;exact;urn:lsid:marinespecies.org:taxname:178594;1655;Synura;Ehrenberg, 1834;Checked by Taxonomic Editor;accepted;178594;Synura;Ehrenberg, 1834;Chromista;Ochrophyta;Synurophyceae;Synurales;Synuraceae;Synura;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Synura Ehrenberg, 1834. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=178594 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetrachlorella;exact;Tetrachlorella;;;576705;exact;urn:lsid:marinespecies.org:taxname:576705;;Tetrachlorella;Korshikov, 1939;Checked by Taxonomic Editor;accepted;576705;Tetrachlorella;Korshikov, 1939;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Tetrachlorella;;;;;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetrachlorella Korshikov, 1939. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=576705 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetrachlorella alternans;exact;Tetrachlorella alternans;;;578246;exact;urn:lsid:marinespecies.org:taxname:578246;;Tetrachlorella alternans;(G.M.Smith) Korshikov, 1939;Checked by Taxonomic Editor;accepted;578246;Tetrachlorella alternans;(G.M.Smith) Korshikov, 1939;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Tetrachlorella;;alternans;;0;0;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetrachlorella alternans (G.M.Smith) Korshikov, 1939. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=578246 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetraedron;exact;Tetraedron;;;178949;exact;urn:lsid:marinespecies.org:taxname:178949;5661;Tetraëdron;Kützing, 1845;Checked by Taxonomic Editor;accepted;178949;Tetraëdron;Kützing, 1845;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Tetraëdron;;;;;;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetraëdron Kützing, 1845. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=178949 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetraselmis;exact;Tetraselmis;;;134526;exact;urn:lsid:marinespecies.org:taxname:134526;9560;Tetraselmis;F.Stein, 1878;Checked by Taxonomic Editor;accepted;134526;Tetraselmis;F.Stein, 1878;Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetraselmis F.Stein, 1878. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=134526 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetraselmis cordiformis;exact;Tetraselmis cordiformis;;;248171;exact;urn:lsid:marinespecies.org:taxname:248171;9564;Tetraselmis cordiformis;(H.J.Carter) F.Stein, 1878;Checked by Taxonomic Editor;accepted;248171;Tetraselmis cordiformis;(H.J.Carter) F.Stein, 1878;Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;;cordiformis;;1;0;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetraselmis cordiformis (H.J.Carter) F.Stein, 1878. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=248171 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetrastrum;exact;Tetrastrum;;;162934;exact;urn:lsid:marinespecies.org:taxname:162934;6260;Tetrastrum;Chodat, 1895;Checked by Taxonomic Editor;accepted;162934;Tetrastrum;Chodat, 1895;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetrastrum;;;;;;;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetrastrum Chodat, 1895. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=162934 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetrastrum komarekii;exact;Tetrastrum komarekii;;;610933;exact;urn:lsid:marinespecies.org:taxname:610933;;Tetrastrum komarekii;Hindák, 1977;Checked by Taxonomic Editor;unaccepted;839085;Lemmermannia komarekii;(Hindák) C.Bock & Krienitz, 2013;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetrastrum;;komarekii;;0;0;1;;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetrastrum komarekii Hindák, 1977. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=610933 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Tetrastrum staurogeniaeforme;exact;Tetrastrum staurogeniaeforme;;;162935;exact;urn:lsid:marinespecies.org:taxname:162935;6263;Tetrastrum staurogeniaeforme;(Schroeder) Lemmermann, 1900;Checked by Taxonomic Editor;alternate representation;610934;Tetrastrum staurogeniiforme;(Schröder) Lemmermann, 1900;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetrastrum;;staurogeniaeforme;;0;;1;0;Guiry, M.D. & Guiry, G.M. (2020). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetrastrum staurogeniaeforme (Schroeder) Lemmermann, 1900. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162935 on 2020-06-10;;;;;;;;;;;;;;;;;;;;;
Thalassionema frauenfeldii;exact;Thalassionema frauenfeldii;;;555052;exact;urn:lsid:marinespecies.org:taxname:555052;182944;Thalassionema frauenfeldii;(Grunow) Tempère & Peragallo, 1910;Edited by Database Management Team;alternate representation;176362;Asterionella frauenfeldii;Grunow, 1863;Chromista;Ochrophyta;Bacillariophyceae;Thalassionematales;Thalassionemataceae;Thalassionema;;frauenfeldii;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Thalassionema frauenfeldii (Grunow) Tempère & Peragallo, 1910. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=555052 on 2020-06-10;;
Thalassionema nitzschioides;exact;Thalassionema nitzschioides;;;149093;exact;urn:lsid:marinespecies.org:taxname:149093;3139;Thalassionema nitzschioides;(Grunow) Mereschkowsky, 1902;Edited by Database Management Team;alternate representation;985570;Synedra nitzschioides f. nitzschioides;Grunow, 1862;Chromista;Ochrophyta;Bacillariophyceae;Thalassionematales;Thalassionemataceae;Thalassionema;;nitzschioides;;1;;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Thalassionema nitzschioides (Grunow) Mereschkowsky, 1902. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149093 on 2020-06-10;;
Thalassiosira;exact;Thalassiosira;;;148912;exact;urn:lsid:marinespecies.org:taxname:148912;2484;Thalassiosira;P.T. Cleve, 1873 emend. Hasle, 1973;Checked by Taxonomic Editor;accepted;148912;Thalassiosira;P.T. Cleve, 1873 emend. Hasle, 1973;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;;;;1;1;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Thalassiosira P.T. Cleve, 1873 emend. Hasle, 1973. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912 on 2020-06-10;;
Thalassiosira angstii;exact;Thalassiosira angstii;;;148937;exact;urn:lsid:marinespecies.org:taxname:148937;573664;Thalassiosira angstii;(Gran) Makarova, 1971;Edited by Database Management Team;alternate representation;969435;Coscinodiscus angstii var. angstii;Gran in Gran & Angst, 1931;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;;angstii;;1;0;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Thalassiosira angstii (Gran) Makarova, 1971. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148937 on 2020-06-10;;
Thalassiosira anguste-lineata;exact;Thalassiosira anguste-lineata;;;148914;exact;urn:lsid:marinespecies.org:taxname:148914;;Thalassiosira anguste-lineata;(A.Schmidt) G.Fryxell & Hasle, 1977;Edited by Database Management Team;alternate representation;964359;Coscinodiscus angustelineatus;Schmidt in Schmidt et al., 1878;Chromista;Ochrophyta;Bacillariophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;;anguste-lineata;;1;0;1;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2020). DiatomBase. Thalassiosira anguste-lineata (A.Schmidt) G.Fryxell & Hasle, 1977. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=148914 on 2020-06-10;;
